annee,boite,lieu,modele,moteur,nbr_km,photo,prix,version
09-2022,Automatique,SPOTICAR FELIX FAURE CORBAS,DS 3,Electrique,20 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2759150_1.JPG,39 200 €,E-Tense Performance Line+
07-2020,Automatique,None,Citroën C5 Aircross,Diesel,129 342 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2759093_1.JPG,20 350 €,BlueHDi 130 S&S EAT8 C-Series
10-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES SAINT NAZAIRE,Peugeot 208,Essence,10 552 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2759085_1.JPG,17 590 €,PureTech 75 S&S BVM5 Style
09-2018,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Peugeot 2008,Essence,45 013 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2759051_1.JPG,13 290 €,PureTech 82ch BVM5 Style
06-2023,Manuelle,None,Citroën C3,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2759041_1.JPG,18 850 €,PureTech 83 S&S BVM5 C-Series
09-2022,Automatique,None,DS 3,Electrique,20 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2759032_1.JPG,39 200 €,E-Tense Performance Line+
03-2018,Automatique,SPOTICAR STELLANTIS &YOU LOMME,Peugeot 308,Essence,46 449 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2759020_1.JPG,18 290 €,1.2 PureTech 130ch S&S EAT6 GT Line
10-2020,Manuelle,SPOTICAR CLARO AUTOMOBILES ANGERS,Peugeot 208,Essence,32 252 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2759017_1.JPG,13 990 €,PureTech 75 S&S BVM5 Like
07-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 508,Essence,2 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2758975_1.JPG,42 933 €,SW PureTech 130 ch S&S EAT8 GT Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 5008,Diesel,3 835 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2758977_1.JPG,40 600 €,BlueHDi 130ch S&S EAT8 Allure Pack
06-2021,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Citroën C5 Aircross,Diesel,34 275 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2758959_1.JPG,27 800 €,BlueHDi 130 S&S EAT8 SHINE
08-2022,Manuelle,SPOTICAR DIJON JMJ AUTOMOBILES,Citroën C3,Essence,30 898 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758967_1.JPG,17 990 €,PureTech 110 S&S BVM6 Shine Pack
08-2020,Automatique,SPOTICAR GEMY ST BRIEUC,Peugeot 3008,Hybride rechargeable,59 400 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2758955_1.JPG,27 990 €,Hybrid 225 e-EAT8 Allure
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 5008,Diesel,3 835 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2758956_1.JPG,40 600 €,BlueHDi 130ch S&S EAT8 Allure Pack
11-2022,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Citroën C4 X,Electrique,27 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-X-2758953_1.JPG,44 150 €,e-C4 X 136 ch Automatique Shine Pack
08-2022,Manuelle,SPOTICAR FELIX FAURE CASTELNAU,Citroën C3,Essence,19 079 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758951_1.JPG,18 347 €,PureTech 110 S&S BVM6 Shine Pack
07-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 508,Essence,2 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2758948_1.JPG,42 933 €,SW PureTech 130 ch S&S EAT8 GT Pack
11-2022,Manuelle,SPOTICAR FELIX FAURE CASTELNAU,Citroën C3,Essence,13 612 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758937_1.JPG,19 119 €,PureTech 110 S&S BVM6 Shine Pack
06-2021,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C5 Aircross,Diesel,34 275 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2758935_1.JPG,27 800 €,BlueHDi 130 S&S EAT8 SHINE
11-2022,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C4 X,Electrique,27 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-X-2758928_1.JPG,44 150 €,e-C4 X 136 ch Automatique Shine Pack
08-2022,Manuelle,SPOTICAR FELIX FAURE VITROLLES,Citroën C3,Essence,19 079 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758926_1.JPG,18 347 €,PureTech 110 S&S BVM6 Shine Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Citroën C5 X,Hybride rechargeable,3 939 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2758923_1.JPG,48 609 €,Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 5008,Essence,3 539 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2758925_1.JPG,39 600 €,PureTech 130ch S&S EAT8 Allure Pack
11-2022,Manuelle,SPOTICAR FELIX FAURE VITROLLES,Citroën C3,Essence,13 612 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758908_1.JPG,19 119 €,PureTech 110 S&S BVM6 Shine Pack
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 5008,Essence,3 539 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2758900_1.JPG,39 600 €,PureTech 130ch S&S EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C5 X,Hybride rechargeable,3 939 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2758898_1.JPG,48 609 €,Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
06-2023,Manuelle,SPOTICAR FELIX FAURE CASTELNAU,Citroën C3,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758865_1.JPG,18 850 €,PureTech 83 S&S BVM5 C-Series
12-2022,Manuelle,SPOTICAR STELLANTIS &YOU BORDEAUX LE BOUSCAT,Peugeot 208,Essence,4 277 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2758860_1.JPG,18 890 €,PureTech 100 S&S BVM6 Style
06-2023,Manuelle,SPOTICAR FELIX FAURE VITROLLES,Citroën C3,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758855_1.JPG,18 850 €,PureTech 83 S&S BVM5 C-Series
09-2022,Automatique,SPOTICAR FELIX FAURE CASTELNAU,DS 3,Electrique,20 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2758804_1.JPG,39 200 €,E-Tense Performance Line+
06-2023,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Citroën C3,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758728_1.JPG,18 850 €,PureTech 83 S&S BVM5 C-Series
06-2022,Manuelle,SPOTICAR CLARO AUTOMOBILES ORVAULT,Opel Corsa,Essence,17 907 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CORSA-2758713_1.JPG,17 490 €,1.2 Turbo 100 ch BVM6 Edition
08-2020,Manuelle,SPOTICAR CLARA AUTOMOBILES LA ROCHE SUR YON,Peugeot 308,Diesel,44 055 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2758714_1.JPG,19 490 €,BlueHDi 130ch S&S BVM6 Allure
09-2022,Automatique,SPOTICAR FELIX FAURE CARRIERES,DS 3,Electrique,20 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2758693_1.JPG,39 200 €,E-Tense Performance Line+
04-2021,Manuelle,SPOTICAR CLARIS CHARTRES,Opel Corsa,Essence,20 577 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CORSA-2758602_1.JPG,13 990 €,1.2 75 ch BVM5 Edition Business
06-2017,Manuelle,SPOTICAR STELLANTIS &YOU VILLENEUVE D'ASCQ,Peugeot 308,Essence,53 292 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2758563_1.JPG,13 990 €,1.2 PureTech 110ch S&S BVM5 Style
06-2019,Automatique,SPOTICAR STELLANTIS &YOU LOMME,Peugeot 3008,Diesel,163 721 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2758556_1.JPG,19 790 €,BlueHDi 180ch S&S EAT8 Allure Business
09-2019,Manuelle,SPOTICAR STELLANTIS &YOU RONCQ,Peugeot 208,Essence,18 774 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2758555_1.JPG,12 290 €,PureTech 82ch S&S BVM5 6.2 Evap Like
09-2020,Manuelle,SPOTICAR STELLANTIS &YOU VILLENEUVE D'ASCQ,Citroën Berlingo,Diesel,56 791 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-BERLINGO-2758542_1.JPG,16 990 €,VAN M 650 BLUEHDI 100 S&S BVM5 CLUB
07-2020,Automatique,SPOTICAR STELLANTIS &YOU MALAKOFF,Citroën C3 Aircross,Essence,21 420 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2758536_1.JPG,20 770 €,PureTech 130 S&S EAT6 Shine
05-2021,Manuelle,SPOTICAR STELLANTIS &YOU MALAKOFF,Citroën C1,Essence,7 018 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C1-2758534_1.JPG,12 170 €,VTi 72 S&S Feel
05-2020,Manuelle,SPOTICAR STELLANTIS &YOU MALAKOFF,Peugeot 308,Essence,51 274 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2758519_1.JPG,17 970 €,PureTech 130ch S&S BVM6 Tech Edition
09-2022,Automatique,SPOTICAR FELIX FAURE VITROLLES,DS 3,Electrique,20 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2758797_1.JPG,39 200 €,E-Tense Performance Line+
06-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 5008,Diesel,3 835 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2758795_1.JPG,40 600 €,BlueHDi 130ch S&S EAT8 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 508,Essence,2 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2758790_1.JPG,42 933 €,SW PureTech 130 ch S&S EAT8 GT Pack
06-2021,Automatique,SPOTICAR FELIX FAURE CARRIERES,Citroën C5 Aircross,Diesel,34 275 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2758781_1.JPG,27 800 €,BlueHDi 130 S&S EAT8 SHINE
11-2022,Automatique,SPOTICAR FELIX FAURE CARRIERES,Citroën C4 X,Electrique,27 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-X-2758779_1.JPG,44 150 €,e-C4 X 136 ch Automatique Shine Pack
08-2022,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Citroën C3,Essence,19 079 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758775_1.JPG,18 347 €,PureTech 110 S&S BVM6 Shine Pack
10-2017,Manuelle,SPOTICAR GROUPE CHOPARD DIJON SUD,Peugeot 2008,Essence,53 033 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2758768_1.JPG,12 990 €,1.2 PureTech 110ch S&S BVM5 Allure
11-2022,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Citroën C3,Essence,13 612 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2758765_1.JPG,19 119 €,PureTech 110 S&S BVM6 Shine Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 5008,Essence,3 539 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2758756_1.JPG,39 600 €,PureTech 130ch S&S EAT8 Allure Pack
06-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Citroën C5 X,Hybride rechargeable,3 939 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-X-2758755_1.JPG,48 609 €,Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
12-2020,Automatique,SPOTICAR CLARIS AUTOMOBILES CHOLET,Citroën C5 Aircross,Hybride rechargeable,28 033 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2758744_1.JPG,30 990 €,Hybride Rechargeable 225 S&S e-EAT8 Feel
07-2019,Manuelle,SPOTICAR CLARA AUTOMOBILES LE MANS,Kia Picanto,Essence,69 077 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/KIA-PICANTO-2758743_1.JPG,10 490 €,1.0 ESSENCE MPI 67 CH BVM5 Design
07-2020,Manuelle,SPOTICAR STELLANTIS &YOU TOULOUSE MONTAUDRAN,Peugeot 2008,Essence,50 303 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2758517_1.JPG,19 950 €,PureTech 100 S&S BVM6 Allure Business
10-2015,Manuelle,SPOTICAR STELLANTIS &YOU MALAKOFF,Peugeot 308,Essence,70 540 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2758514_1.JPG,12 970 €,1.2 PureTech 130ch S&S BVM6 Allure
02-2023,Manuelle,SPOTICAR GEMY LDA LAVAL,Citroën C4,Essence,20 627 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2758504_1.JPG,24 785 €,PureTech 130 S&S BVM6 Feel Pack
03-2019,Automatique,SPOTICAR GEMY PONTIVY,Toyota Rav4,Hybride,75 425 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/TOYOTA-RAV4-2758495_1.JPG,32 490 €,Hybride 218 ch 2WD Premiere Edition
10-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES COGNAC,Peugeot 2008,Diesel,23 319 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2758492_1.JPG,24 990 €,BlueHDi 110 S&S BVM6 Style
07-2020,Automatique,SPOTICAR AUTO SERVICE 17 TONNAY CHARENTE,Kia Niro,Electrique,36 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/KIA-E-NIRO-2758446_1.JPG,25 990 €,E-Niro Design 64 kWh 204 ch
05-2020,Automatique,DS STORE TARBES,DS 3,Diesel,91 500 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-CROSSBACK-2758331_1.JPG,22 490 €,CROSSBACK 3 Crossback BlueHDi 130 EAT8 Performance Line+
03-2019,Automatique,SPOTICAR G.G.A. MARMANDE,Peugeot 508,Diesel,143 899 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2758291_1.JPG,18 990 €,BlueHDi 180 ch S&S EAT8 GT Line
09-2023,Automatique,SPOTICAR G.G.A. MARMANDE,Peugeot 208,Essence,1 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2758283_1.JPG,20 990 €,PureTech 100 S&S EAT8 Style
09-2023,Automatique,SPOTICAR G.G.A. MARMANDE,Peugeot 3008,Diesel,1 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2758279_1.JPG,37 990 €,BlueHDi 130ch S&S EAT8 GT
07-2021,Automatique,SPOTICAR SAGA AUTOMOBILES PARTHENAY,Peugeot 208,Essence,27 484 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-BUSINESS-2758218_1.JPG,21 990 €,Business PureTech 130 S&S EAT8 Allure Business
05-2022,Manuelle,SPOTICAR G. NEDELEC QUIMPER,Peugeot 308,Diesel,14 729 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2715730_1.JPG,25 980 €,1.5 BlueHDi 130ch S&S Active Pack
12-2020,Automatique,SPOTICAR AUTOBERNARD EPERNAY,Fiat 500,Electrique,17 658 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/FIAT-500C-2757902_1.JPG,24 980 €,500C e 118ch Icone Plus
04-2022,Manuelle,SPOTICAR H DELUC ET CIE TRELISSAC,Citroën C4,Diesel,19 646 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2757839_1.JPG,23 950 €,BlueHDi 110ch S&S Feel Pack
10-2019,Automatique,SPOTICAR AUTOBERNARD CHALON,Citroën C3 Aircross,Essence,28 274 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2757829_1.JPG,18 980 €,PureTech 130ch S&S Shine E6.d EAT6
09-2019,Manuelle,SPOTICAR AUTOBERNARD CHALON,Citroën C3 Aircross,Essence,49 427 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2757817_1.JPG,15 480 €,PureTech 110ch S&S Shine E6.d
06-2020,Manuelle,SPOTICAR AUTOBERNARD CHALON,Citroën C3 Aircross,Essence,53 039 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2757821_1.JPG,15 280 €,PureTech 110ch S&S Feel E6.d
01-2020,Automatique,SPOTICAR AUTOBERNARD REIMS,Peugeot 3008,Hybride rechargeable,71 700 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2757781_1.JPG,26 980 €,HYBRID4 300ch GT e-EAT8
07-2021,Manuelle,SPOTICAR AUTOBERNARD REIMS,Citroën C3,Essence,35 300 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2757779_1.JPG,13 279 €,1.2 PureTech 83ch S&S Shine
12-2021,Manuelle,SPOTICAR AUTOBERNARD CHAMBERY,Peugeot 208,Essence,20 954 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2757730_1.JPG,16 888 €,1.2 PureTech 100ch S&S Style 118g
12-2020,Manuelle,SPOTICAR AUTOBERNARD CHAMBERY,Toyota Aygo,Essence,17 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/TOYOTA-AYGO-2757728_1.JPG,12 380 €,1.0 VVT-i 72ch x-look 5p MY20
03-2021,Manuelle,SPOTICAR AUTOBERNARD ALBERTVILLE,Peugeot 208,Diesel,54 133 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2757709_1.JPG,14 980 €,1.5 BlueHDi 100ch S&S Active
11-2019,Automatique,SPOTICAR GUYOT FRERES CHALONS EN CHAMPAGNE,Citroën C5 Aircross,Diesel,93 910 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2757693_1.JPG,19 990 €,BlueHDi 130ch S&S Business EAT8
10-2020,Manuelle,SPOTICAR AUTOBERNARD MACON,Citroën C4 Cactus,Essence,72 510 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-CACTUS-2757679_1.JPG,14 588 €,PureTech 110ch S&S Shine E6.d
09-2022,Manuelle,SPOTICAR G. NEDELEC QUIMPER,Peugeot 2008,Diesel,21 185 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2758125_1.JPG,25 980 €,1.5 BlueHDi 110ch S&S Allure Pack
03-2023,Automatique,SPOTICAR AUTOBERNARD ALBERTVILLE,Peugeot 3008,Essence,2 600 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2758091_1.JPG,39 980 €,1.2 PureTech 130ch S&S GT EAT8
12-2022,Automatique,SPOTICAR AUTOBERNARD ALBERTVILLE,Peugeot 2008,Electrique,147 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2758067_1.JPG,28 480 €,e-2008 136ch Style
02-2023,Automatique,SPOTICAR AUTOBERNARD ALBERTVILLE,Peugeot 408,Hybride rechargeable,11 400 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-408-2758069_1.JPG,44 980 €,PHEV 225ch Allure Pack e-EAT8
06-2018,Manuelle,SPOTICAR AUTOBERNARD ALBERTVILLE,Citroën C3 Aircross,Essence,29 953 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2758065_1.JPG,15 479 €,PureTech 110ch S&S Feel E6.d-TEMP
04-2023,Automatique,SPOTICAR AUTOBERNARD ALBERTVILLE,Peugeot 2008,Essence,250 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2758063_1.JPG,27 980 €,1.2 PureTech 130ch S&S Active Pack EAT8
11-2019,Manuelle,SPOTICAR G. NEDELEC BREST,Peugeot 3008,Essence,49 593 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2758039_1.JPG,24 990 €,1.2 PureTech 130ch Allure S&S
03-2023,Manuelle,SPOTICAR AUTOBERNARD GRENOBLE,Peugeot 208,Essence,4 000 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2758024_1.JPG,24 200 €,1.2 PureTech 100ch S&S GT
04-2021,Manuelle,SPOTICAR AUTOBERNARD CHAMBERY,Peugeot 2008,Essence,36 795 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2757997_1.JPG,19 885 €,1.2 PureTech 100ch S&S Allure
10-2022,Automatique,SPOTICAR AUTOBERNARD RUMILLY,Peugeot 2008,Electrique,6 801 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2757947_1.JPG,29 977 €,e-2008 136ch Roadtrip
12-2021,Automatique,SPOTICAR AUTOBERNARD RUMILLY,Volkswagen Caddy,Diesel,22 175 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/VOLKSWAGEN-CADDY-2757943_1.JPG,31 979 €,2.0 TDI 122ch Life DSG7
01-2022,Manuelle,SPOTICAR AUTOBERNARD EPERNAY,Citroën C4,Essence,26 446 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2757935_1.JPG,20 491 €,PureTech 130ch S&S Feel Pack
03-2020,Manuelle,SPOTICAR AUTOBERNARD CHARLEVILLE,Peugeot 308,Essence,20 240 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2757659_1.JPG,19 980 €,1.2 PureTech 130ch S&S GT Line 7cv
08-2018,Manuelle,SPOTICAR CLARO AUTOMOBILES REZE,Suzuki Vitara,Essence,68 098 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/SUZUKI-VITARA-2757492_1.JPG,17 990 €,1.4 BOOSTERJET ALLGRIP Style
07-2020,Manuelle,SPOTICAR CLARO AUTOMOBILES REZE,Opel Crossland,Diesel,77 500 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CROSSLAND-X-2757487_1.JPG,15 990 €,X 1.5 D 102 CH Business Elegance
09-2021,Automatique,SPOTICAR CLARO AUTOMOBILES REZE,Opel Corsa,Electrique,19 350 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-CORSA-2757488_1.JPG,23 990 €,Electrique 136 ch & Batterie 50 kw/h Elegance
12-2019,Automatique,DS STORE ROUEN,DS 3,Essence,65 063 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2757476_1.JPG,21 390 €,CROSSBACK PURETECH 130 EAT8 PERFORMANCE LINE
05-2016,Manuelle,SPOTICAR STELLANTIS &YOU RENNES SUD,Peugeot 2008,Essence,97 810 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2757420_1.JPG,12 350 €,1.2 PureTech 110ch S&S BVM5 GT Line
01-2021,Automatique,DS STORE RENNES SUD,DS 3,Diesel,80 354 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2757410_1.JPG,22 900 €,Crossback BlueHDi 130 EAT8 Performance Line+
06-2022,Automatique,SPOTICAR CLARA AUTOMOBILES SAINTES ST GEORGES LES COTEAUX,Peugeot 508,Diesel,16 284 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2757378_1.JPG,36 590 €,SW BlueHDi 130 ch S&S EAT8 Allure Pack
